,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2223,Rayo Vallecano,Radamel Falcao,COL,"FW,MF",36,1986,27,3,616,6.8,2,0,2,1,1,1,4,0,2.9,2.1,0.1,2.2,2,14,53,0.29,0.0,0.29,0.15,0.15,0.42,0.01,0.43,0.3,0.32
ESP-La Liga,2223,Rayo Vallecano,Randy Nteka,ANG,"FW,MF",24,1997,10,0,116,1.3,0,0,0,0,0,0,0,1,0.2,0.2,0.0,0.3,3,6,7,0.0,0.0,0.0,0.0,0.0,0.19,0.01,0.2,0.19,0.2
ESP-La Liga,2223,Rayo Vallecano,Raúl de Tomás,ESP,FW,27,1994,19,9,805,8.9,4,0,4,3,1,2,2,0,5.1,3.5,0.5,4.0,13,18,51,0.45,0.0,0.45,0.34,0.34,0.57,0.06,0.63,0.39,0.45
ESP-La Liga,2223,Rayo Vallecano,Salvi,ESP,"FW,MF",31,1991,24,4,490,5.4,0,0,0,0,0,0,2,0,0.8,0.8,0.7,1.4,27,13,51,0.0,0.0,0.0,0.0,0.0,0.14,0.12,0.26,0.14,0.26
ESP-La Liga,2223,Rayo Vallecano,Santi Comesaña,ESP,MF,25,1996,35,29,2451,27.2,3,2,5,3,0,0,6,0,2.5,2.5,2.2,4.6,40,150,58,0.11,0.07,0.18,0.11,0.18,0.09,0.08,0.17,0.09,0.17
ESP-La Liga,2223,Rayo Vallecano,Sergio Camello,ESP,FW,21,2001,38,27,2401,26.7,6,5,11,6,0,0,1,0,7.3,7.3,2.4,9.6,40,42,122,0.22,0.19,0.41,0.22,0.41,0.27,0.09,0.36,0.27,0.36
ESP-La Liga,2223,Rayo Vallecano,Stole Dimitrievski,MKD,GK,28,1993,37,37,3324,36.9,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Rayo Vallecano,Unai López,ESP,MF,26,1995,34,12,1254,13.9,1,2,3,1,0,0,2,0,1.3,1.3,1.4,2.7,17,98,43,0.07,0.14,0.22,0.07,0.22,0.09,0.1,0.19,0.09,0.19
ESP-La Liga,2223,Rayo Vallecano,Álvaro García,ESP,"FW,MF",29,1992,35,34,2870,31.9,5,5,10,5,0,0,7,0,3.6,3.6,5.7,9.3,116,71,293,0.16,0.16,0.31,0.16,0.31,0.11,0.18,0.29,0.11,0.29
ESP-La Liga,2223,Rayo Vallecano,Óscar Trejo,ARG,"MF,FW",34,1988,34,28,2145,23.8,3,4,7,2,1,2,9,0,3.4,1.8,3.3,5.1,56,123,110,0.13,0.17,0.29,0.08,0.25,0.14,0.14,0.28,0.08,0.21
ESP-La Liga,2223,Rayo Vallecano,Óscar Valentín,ESP,MF,27,1994,34,29,2555,28.4,0,0,0,0,0,0,11,0,0.5,0.5,0.9,1.4,21,133,17,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05
ESP-La Liga,2223,Real Madrid,Andriy Lunin,UKR,GK,23,1999,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Real Madrid,Antonio Rüdiger,GER,DF,29,1993,33,26,2415,26.8,1,0,1,1,0,0,1,0,1.8,1.8,0.1,1.9,21,59,10,0.04,0.0,0.04,0.04,0.04,0.07,0.0,0.07,0.07,0.07
ESP-La Liga,2223,Real Madrid,Aurélien Tchouaméni,FRA,MF,22,2000,33,24,2119,23.5,0,4,4,0,0,0,2,0,1.8,1.8,2.2,4.0,41,142,23,0.0,0.17,0.17,0.0,0.17,0.08,0.09,0.17,0.08,0.17
ESP-La Liga,2223,Real Madrid,Casemiro,BRA,MF,30,1992,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Real Madrid,Dani Carvajal,ESP,DF,30,1992,27,20,1784,19.8,0,2,2,0,0,0,8,1,0.8,0.8,2.0,2.8,22,58,147,0.0,0.1,0.1,0.0,0.1,0.04,0.1,0.14,0.04,0.14
ESP-La Liga,2223,Real Madrid,Dani Ceballos,ESP,MF,25,1996,30,19,1564,17.4,0,4,4,0,0,0,8,0,0.9,0.9,2.1,3.0,60,204,60,0.0,0.23,0.23,0.0,0.23,0.05,0.12,0.17,0.05,0.17
ESP-La Liga,2223,Real Madrid,David Alaba,AUT,DF,30,1992,23,21,1838,20.4,1,3,4,1,0,0,3,0,0.8,0.8,1.1,1.9,16,67,60,0.05,0.15,0.2,0.05,0.2,0.04,0.05,0.09,0.04,0.09
ESP-La Liga,2223,Real Madrid,Eden Hazard,BEL,FW,31,1991,6,2,196,2.2,0,1,1,0,0,1,0,0,1.0,0.2,0.5,0.7,6,8,25,0.0,0.46,0.46,0.0,0.46,0.45,0.23,0.67,0.08,0.31
ESP-La Liga,2223,Real Madrid,Eduardo Camavinga,FRA,"MF,DF",19,2002,37,21,2010,22.3,0,1,1,0,0,0,6,0,0.8,0.8,1.5,2.3,69,165,99,0.0,0.04,0.04,0.0,0.04,0.04,0.07,0.1,0.04,0.1
ESP-La Liga,2223,Real Madrid,Federico Valverde,URU,"MF,FW",24,1998,34,29,2502,27.8,7,4,11,7,0,0,2,0,4.3,4.3,6.3,10.6,70,151,135,0.25,0.14,0.4,0.25,0.4,0.15,0.23,0.38,0.15,0.38
ESP-La Liga,2223,Real Madrid,Ferland Mendy,FRA,DF,27,1995,18,17,1351,15.0,0,1,1,0,0,0,2,0,0.3,0.3,0.6,0.9,23,56,73,0.0,0.07,0.07,0.0,0.07,0.02,0.04,0.06,0.02,0.06
ESP-La Liga,2223,Real Madrid,Jesús Vallejo,ESP,DF,25,1997,1,0,22,0.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.29,1.29,1.29
ESP-La Liga,2223,Real Madrid,Karim Benzema,FRA,FW,34,1987,24,24,2038,22.6,19,3,22,12,7,8,1,0,21.5,14.9,5.8,20.7,72,138,157,0.84,0.13,0.97,0.53,0.66,0.95,0.26,1.2,0.66,0.91
ESP-La Liga,2223,Real Madrid,Lucas Vázquez,ESP,DF,31,1991,23,12,1144,12.7,4,1,5,4,0,0,2,0,1.9,1.9,1.6,3.5,31,50,145,0.31,0.08,0.39,0.31,0.39,0.15,0.13,0.28,0.15,0.28
ESP-La Liga,2223,Real Madrid,Luka Modrić,CRO,MF,36,1985,33,19,1744,19.4,4,3,7,3,1,1,7,0,4.2,3.4,4.5,8.0,50,182,87,0.21,0.15,0.36,0.15,0.31,0.22,0.23,0.45,0.18,0.41
ESP-La Liga,2223,Real Madrid,Marco Asensio,ESP,"FW,MF",26,1996,31,15,1442,16.0,9,6,15,9,0,1,1,0,6.3,5.5,4.9,10.4,56,70,108,0.56,0.37,0.94,0.56,0.94,0.39,0.3,0.7,0.35,0.65
ESP-La Liga,2223,Real Madrid,Mariano,DOM,FW,28,1993,9,1,157,1.7,0,0,0,0,0,0,2,0,0.6,0.6,0.4,1.0,3,2,12,0.0,0.0,0.0,0.0,0.0,0.32,0.25,0.57,0.32,0.57
ESP-La Liga,2223,Real Madrid,Nacho,ESP,DF,32,1990,27,18,1637,18.2,1,1,2,1,0,0,7,0,0.8,0.8,0.9,1.7,18,75,34,0.05,0.05,0.11,0.05,0.11,0.04,0.05,0.09,0.04,0.09
ESP-La Liga,2223,Real Madrid,Rodrygo,BRA,"FW,MF",21,2001,34,25,2379,26.4,9,8,17,8,1,1,4,0,13.7,12.9,7.0,19.9,146,81,268,0.34,0.3,0.64,0.3,0.61,0.52,0.26,0.78,0.49,0.75
ESP-La Liga,2223,Real Madrid,Sergio Arribas,ESP,"MF,FW",20,2001,2,0,19,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.74,0.14,0.88,0.74,0.88
ESP-La Liga,2223,Real Madrid,Thibaut Courtois,BEL,GK,30,1992,31,31,2790,31.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
ESP-La Liga,2223,Real Madrid,Toni Kroos,GER,MF,32,1990,30,25,2155,23.9,2,4,6,2,0,0,2,1,1.4,1.4,4.4,5.9,51,319,38,0.08,0.17,0.25,0.08,0.25,0.06,0.19,0.24,0.06,0.24
ESP-La Liga,2223,Real Madrid,Vinicius Júnior,BRA,FW,22,2000,33,32,2823,31.4,10,9,19,10,0,0,10,1,10.5,10.5,9.4,19.9,221,87,495,0.32,0.29,0.61,0.32,0.61,0.34,0.3,0.63,0.34,0.63
ESP-La Liga,2223,Real Madrid,Álvaro Odriozola,ESP,DF,26,1995,3,0,39,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,4,2,5,0.0,0.0,0.0,0.0,0.0,0.56,0.66,1.22,0.56,1.22
ESP-La Liga,2223,Real Madrid,Álvaro Rodríguez,URU,FW,18,2004,6,0,79,0.9,1,1,2,1,0,0,0,0,0.2,0.2,0.3,0.5,0,1,3,1.14,1.14,2.28,1.14,2.28,0.28,0.33,0.6,0.28,0.6
ESP-La Liga,2223,Real Madrid,Éder Militão,BRA,DF,24,1998,33,30,2703,30.0,5,0,5,5,0,0,4,0,2.4,2.4,0.6,2.9,28,98,16,0.17,0.0,0.17,0.17,0.17,0.08,0.02,0.1,0.08,0.1
ESP-La Liga,2223,Real Sociedad,Aihen Muñoz,ESP,DF,24,1997,23,20,1756,19.5,0,1,1,0,0,0,2,0,0.2,0.2,0.9,1.1,37,57,87,0.0,0.05,0.05,0.0,0.05,0.01,0.05,0.06,0.01,0.06
ESP-La Liga,2223,Real Sociedad,Alex Sola,ESP,DF,23,1999,10,3,349,3.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,8,4,19,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05
ESP-La Liga,2223,Real Sociedad,Alexander Isak,SWE,FW,22,1999,2,2,152,1.7,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,3,3,11,0.59,0.0,0.59,0.59,0.59,0.12,0.06,0.18,0.12,0.18
ESP-La Liga,2223,Real Sociedad,Alexander Sørloth,NOR,FW,26,1995,34,28,2386,26.5,12,3,15,12,0,0,4,0,12.7,12.7,4.2,16.9,41,20,132,0.45,0.11,0.57,0.45,0.57,0.48,0.16,0.64,0.48,0.64
ESP-La Liga,2223,Real Sociedad,Ander Barrenetxea,ESP,"FW,DF",20,2001,23,9,878,9.8,3,1,4,3,0,0,4,0,3.0,3.0,1.2,4.2,36,27,72,0.31,0.1,0.41,0.31,0.41,0.31,0.12,0.43,0.31,0.43
ESP-La Liga,2223,Real Sociedad,Ander Guevara,ESP,MF,25,1997,8,2,221,2.5,0,0,0,0,0,0,2,0,0.0,0.0,0.7,0.7,4,15,3,0.0,0.0,0.0,0.0,0.0,0.01,0.28,0.29,0.01,0.29
ESP-La Liga,2223,Real Sociedad,Ander Martin,ESP,"MF,FW",21,2000,3,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26
ESP-La Liga,2223,Real Sociedad,Andoni Gorosabel,ESP,DF,25,1996,27,19,1708,19.0,0,0,0,0,0,0,3,0,0.6,0.6,1.0,1.6,42,68,75,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08
ESP-La Liga,2223,Real Sociedad,Aritz Elustondo,ESP,DF,28,1994,25,16,1449,16.1,0,1,1,0,0,0,5,1,0.7,0.7,1.1,1.8,21,52,19,0.0,0.06,0.06,0.0,0.06,0.04,0.07,0.11,0.04,0.11
ESP-La Liga,2223,Real Sociedad,Asier Illarramendi,ESP,MF,32,1990,24,13,1076,12.0,1,0,1,1,0,0,5,0,0.8,0.8,0.4,1.2,10,48,24,0.08,0.0,0.08,0.08,0.08,0.07,0.03,0.1,0.07,0.1
ESP-La Liga,2223,Real Sociedad,Beñat Turrientes,ESP,"MF,FW",20,2002,6,1,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13
ESP-La Liga,2223,Real Sociedad,Brais Méndez,ESP,MF,25,1997,34,28,2407,26.7,8,4,12,8,0,0,6,0,5.6,5.6,3.7,9.3,41,137,138,0.3,0.15,0.45,0.3,0.45,0.21,0.14,0.35,0.21,0.35
ESP-La Liga,2223,Real Sociedad,Carlos Fernández,ESP,FW,26,1996,24,8,631,7.0,1,0,1,1,0,0,6,0,2.4,2.4,0.6,2.9,9,13,54,0.14,0.0,0.14,0.14,0.14,0.34,0.08,0.42,0.34,0.42
ESP-La Liga,2223,Real Sociedad,David Silva,ESP,MF,36,1986,28,25,1937,21.5,2,5,7,2,0,0,3,0,3.8,3.8,3.6,7.3,70,162,121,0.09,0.23,0.33,0.09,0.33,0.17,0.17,0.34,0.17,0.34
ESP-La Liga,2223,Real Sociedad,Diego Rico,ESP,DF,29,1993,20,18,1646,18.3,0,0,0,0,0,0,3,0,0.2,0.2,1.5,1.7,32,64,72,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09
ESP-La Liga,2223,Real Sociedad,Igor Zubeldia,ESP,DF,25,1997,31,29,2542,28.2,1,1,2,1,0,0,11,0,0.9,0.9,0.4,1.3,14,128,4,0.04,0.04,0.07,0.04,0.07,0.03,0.01,0.04,0.03,0.04
ESP-La Liga,2223,Real Sociedad,Jon Karrikaburu,ESP,FW,19,2002,6,0,93,1.0,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,2,4,2,0.0,0.0,0.0,0.0,0.0,0.27,0.3,0.57,0.27,0.57
ESP-La Liga,2223,Real Sociedad,Jon Magunazelaia,ESP,"MF,FW",21,2001,2,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,2,0,3,0.0,0.0,0.0,0.0,0.0,0.03,0.56,0.59,0.03,0.59
ESP-La Liga,2223,Real Sociedad,Jon Pacheco,ESP,DF,21,2001,17,12,1193,13.3,0,1,1,0,0,0,2,0,0.1,0.1,0.1,0.2,18,48,0,0.0,0.08,0.08,0.0,0.08,0.01,0.01,0.01,0.01,0.01
ESP-La Liga,2223,Real Sociedad,Martín Zubimendi,ESP,MF,23,1999,36,35,3101,34.5,1,3,4,1,0,0,12,0,1.9,1.9,2.0,3.9,43,184,29,0.03,0.09,0.12,0.03,0.12,0.06,0.06,0.11,0.06,0.11
ESP-La Liga,2223,Real Sociedad,Mikel Merino,ESP,MF,26,1996,33,28,2494,27.7,2,9,11,2,0,1,5,1,4.4,3.6,5.7,9.3,30,172,107,0.07,0.32,0.4,0.07,0.4,0.16,0.2,0.36,0.13,0.34
ESP-La Liga,2223,Real Sociedad,Mikel Oyarzabal,ESP,"FW,MF",25,1997,23,14,1214,13.5,4,1,5,2,2,3,1,0,4.6,2.3,2.2,4.5,27,29,122,0.3,0.07,0.37,0.15,0.22,0.34,0.16,0.51,0.17,0.33
ESP-La Liga,2223,Real Sociedad,Mohamed Ali Cho,FRA,"FW,MF",18,2004,19,5,587,6.5,1,2,3,1,0,0,1,0,1.8,1.8,1.7,3.4,30,8,63,0.15,0.31,0.46,0.15,0.46,0.27,0.25,0.52,0.27,0.52
ESP-La Liga,2223,Real Sociedad,Olasagasti,ESP,"MF,DF",21,2000,3,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,3,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
ESP-La Liga,2223,Real Sociedad,Pablo Marín,ESP,"MF,FW",19,2003,10,3,360,4.0,0,0,0,0,0,0,1,0,1.2,1.2,0.8,2.1,9,15,24,0.0,0.0,0.0,0.0,0.0,0.31,0.2,0.51,0.31,0.51
ESP-La Liga,2223,Real Sociedad,Roberto Navarro,ESP,"MF,FW",20,2002,17,1,351,3.9,0,0,0,0,0,0,2,0,1.0,1.0,1.2,2.3,17,13,28,0.0,0.0,0.0,0.0,0.0,0.26,0.32,0.58,0.26,0.58
ESP-La Liga,2223,Real Sociedad,Robin Le Normand,ESP,DF,25,1996,33,31,2796,31.1,0,0,0,0,0,0,6,0,1.0,1.0,0.1,1.0,26,122,2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
ESP-La Liga,2223,Real Sociedad,Takefusa Kubo,JPN,"FW,MF",21,2001,35,29,2439,27.1,9,4,13,9,0,0,3,0,5.9,5.9,6.0,11.9,117,81,239,0.33,0.15,0.48,0.33,0.48,0.22,0.22,0.44,0.22,0.44
ESP-La Liga,2223,Real Sociedad,Umar Sadiq,NGA,FW,25,1997,2,1,82,0.9,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,0,1,6,1.1,0.0,1.1,1.1,1.1,0.47,0.0,0.47,0.47,0.47
ESP-La Liga,2223,Real Sociedad,Álex Remiro,ESP,GK,27,1995,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Sevilla,Adnan Januzaj,BEL,FW,27,1995,2,1,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Sevilla,Alex Telles,BRA,DF,29,1992,27,15,1427,15.9,0,2,2,0,0,0,6,0,0.4,0.4,1.8,2.2,21,42,80,0.0,0.13,0.13,0.0,0.13,0.03,0.11,0.14,0.03,0.14
ESP-La Liga,2223,Sevilla,Bryan Gil,ESP,"FW,DF",21,2001,17,10,918,10.2,2,2,4,2,0,0,4,0,2.9,2.9,0.7,3.5,28,22,75,0.2,0.2,0.39,0.2,0.39,0.28,0.07,0.35,0.28,0.35
ESP-La Liga,2223,Sevilla,Carlos Álvarez,ESP,MF,18,2003,1,0,10,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Sevilla,Carmona,ESP,DF,20,2002,10,5,527,5.9,2,1,3,2,0,0,6,1,0.8,0.8,0.4,1.2,9,11,8,0.34,0.17,0.51,0.34,0.51,0.14,0.06,0.2,0.14,0.2
ESP-La Liga,2223,Sevilla,Diego Iturralde,ESP,DF,19,2003,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Sevilla,Fernando,BRA,"MF,DF",35,1987,22,19,1577,17.5,0,1,1,0,0,0,3,1,0.2,0.2,0.7,0.9,6,67,13,0.0,0.06,0.06,0.0,0.06,0.01,0.04,0.05,0.01,0.05
ESP-La Liga,2223,Sevilla,Gonzalo Montiel,ARG,DF,25,1997,28,17,1524,16.9,0,3,3,0,0,0,8,1,0.8,0.8,2.1,2.9,34,57,87,0.0,0.18,0.18,0.0,0.18,0.04,0.13,0.17,0.04,0.17
ESP-La Liga,2223,Sevilla,Isco,ESP,"MF,FW",30,1992,12,10,799,8.9,0,2,2,0,0,0,5,0,0.4,0.4,1.7,2.1,16,37,36,0.0,0.23,0.23,0.0,0.23,0.05,0.19,0.24,0.05,0.24
ESP-La Liga,2223,Sevilla,Ivan Rakitić,CRO,MF,34,1988,31,21,1788,19.9,1,3,4,0,1,2,3,1,3.3,1.7,1.9,3.7,42,148,84,0.05,0.15,0.2,0.0,0.15,0.17,0.1,0.26,0.09,0.18
ESP-La Liga,2223,Sevilla,Iván Romero,ESP,MF,21,2001,1,0,11,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Sevilla,Jesús Corona,MEX,FW,29,1993,4,1,111,1.2,1,0,1,1,0,0,0,0,0.5,0.5,0.2,0.7,3,3,9,0.81,0.0,0.81,0.81,0.81,0.37,0.2,0.57,0.37,0.57
ESP-La Liga,2223,Sevilla,Jesús Navas,ESP,"DF,FW",36,1985,32,21,1981,22.0,0,0,0,0,0,0,5,0,0.3,0.3,2.8,3.1,46,99,207,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.14,0.01,0.14
ESP-La Liga,2223,Sevilla,Joan Jordán,ESP,MF,28,1994,23,19,1592,17.7,0,1,1,0,0,0,8,0,0.9,0.9,0.6,1.5,9,123,22,0.0,0.06,0.06,0.0,0.06,0.05,0.03,0.08,0.05,0.08
ESP-La Liga,2223,Sevilla,Karim Rekik,NED,DF,27,1994,16,15,1181,13.1,1,1,2,1,0,0,2,0,0.8,0.8,0.1,0.9,13,50,7,0.08,0.08,0.15,0.08,0.15,0.06,0.01,0.07,0.06,0.07
ESP-La Liga,2223,Sevilla,Kasper Dolberg,DEN,FW,24,1997,4,2,197,2.2,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,2,2,9,0.0,0.46,0.46,0.0,0.46,0.02,0.18,0.2,0.02,0.2
ESP-La Liga,2223,Sevilla,Kike Salas,ESP,DF,20,2002,6,4,368,4.1,1,1,2,1,0,0,1,1,0.2,0.2,0.2,0.4,3,14,0,0.24,0.24,0.49,0.24,0.49,0.04,0.05,0.09,0.04,0.09
ESP-La Liga,2223,Sevilla,Loïc Bade,FRA,DF,22,2000,19,16,1449,16.1,1,0,1,1,0,0,4,0,0.3,0.3,0.1,0.4,7,42,2,0.06,0.0,0.06,0.06,0.06,0.02,0.01,0.02,0.02,0.02
ESP-La Liga,2223,Sevilla,Lucas Ocampos,ARG,"FW,MF",28,1994,19,11,1165,12.9,4,0,4,1,3,3,7,0,4.5,2.1,1.4,3.5,33,37,113,0.31,0.0,0.31,0.08,0.08,0.35,0.11,0.45,0.17,0.27
ESP-La Liga,2223,Sevilla,Manu Bueno,ESP,MF,18,2004,2,2,149,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,4,1,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05
ESP-La Liga,2223,Sevilla,Marcos Acuña,ARG,DF,30,1991,30,21,1912,21.2,3,2,5,3,0,0,10,3,1.2,1.2,4.3,5.5,49,102,94,0.14,0.09,0.24,0.14,0.24,0.05,0.2,0.26,0.05,0.26
ESP-La Liga,2223,Sevilla,Marcão,BRA,DF,26,1996,5,4,375,4.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Sevilla,Marko Dmitrović,SRB,GK,30,1992,15,13,1269,14.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Sevilla,Nemanja Gudelj,SRB,"DF,MF",30,1991,34,31,2779,30.9,3,1,4,3,0,0,8,0,1.7,1.7,0.4,2.1,29,110,6,0.1,0.03,0.13,0.1,0.13,0.06,0.01,0.07,0.06,0.07
ESP-La Liga,2223,Sevilla,Pape Gueye,SEN,MF,23,1999,16,15,1171,13.0,1,3,4,1,0,0,6,3,1.3,1.3,1.2,2.4,9,59,27,0.08,0.23,0.31,0.08,0.31,0.1,0.09,0.18,0.1,0.18
ESP-La Liga,2223,Sevilla,Papu Gómez,ARG,"FW,MF",34,1988,19,11,1065,11.8,1,1,2,1,0,0,4,0,1.4,1.4,1.7,3.1,34,82,67,0.08,0.08,0.17,0.08,0.17,0.12,0.15,0.27,0.12,0.27
ESP-La Liga,2223,Sevilla,Pedro Ortiz,ESP,MF,21,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Sevilla,Rafa Mir,ESP,FW,25,1997,26,16,1298,14.4,6,0,6,6,0,0,1,0,7.4,7.4,1.0,8.4,12,11,54,0.42,0.0,0.42,0.42,0.42,0.51,0.07,0.58,0.51,0.58
ESP-La Liga,2223,Sevilla,Suso,ESP,"MF,FW",28,1993,25,10,1065,11.8,2,4,6,2,0,0,1,0,1.1,1.1,2.8,4.0,27,86,96,0.17,0.34,0.51,0.17,0.51,0.1,0.24,0.34,0.1,0.34
ESP-La Liga,2223,Sevilla,Tanguy Nianzou,FRA,DF,20,2002,19,16,1366,15.2,1,0,1,1,0,0,1,1,0.5,0.5,0.0,0.5,4,66,0,0.07,0.0,0.07,0.07,0.07,0.03,0.0,0.03,0.03,0.03
ESP-La Liga,2223,Sevilla,Thomas Delaney,DEN,MF,30,1991,8,2,309,3.4,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.2,1,7,3,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
ESP-La Liga,2223,Sevilla,Yassine Bounou,MAR,GK,31,1991,25,25,2151,23.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2223,Sevilla,Youssef En-Nesyri,MAR,FW,25,1997,31,17,1661,18.5,8,1,9,8,0,0,4,0,8.1,8.1,1.1,9.2,16,12,71,0.43,0.05,0.49,0.43,0.49,0.44,0.06,0.5,0.44,0.5
ESP-La Liga,2223,Sevilla,Érik Lamela,ARG,"FW,MF",30,1992,32,20,1844,20.5,6,0,6,6,0,0,10,1,5.3,5.3,1.4,6.7,66,69,162,0.29,0.0,0.29,0.29,0.29,0.26,0.07,0.33,0.26,0.33
ESP-La Liga,2223,Sevilla,Óliver Torres,ESP,"MF,FW",27,1994,32,27,2137,23.7,3,1,4,3,0,0,2,0,2.6,2.6,3.3,5.9,38,136,156,0.13,0.04,0.17,0.13,0.17,0.11,0.14,0.25,0.11,0.25
ESP-La Liga,2223,Valencia,Alberto Marí,ESP,"FW,MF",21,2001,5,0,86,1.0,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,1,1,6,1.05,0.0,1.05,1.05,1.05,0.25,0.0,0.25,0.25,0.25
ESP-La Liga,2223,Valencia,Carlos Soler,ESP,MF,25,1997,3,3,242,2.7,1,0,1,0,1,1,0,0,0.9,0.2,0.2,0.4,3,13,7,0.37,0.0,0.37,0.0,0.0,0.35,0.08,0.43,0.06,0.14
ESP-La Liga,2223,Valencia,Cenk Özkacar,TUR,DF,21,2000,17,14,1365,15.2,0,0,0,0,0,0,1,0,0.8,0.8,0.2,1.0,23,61,2,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07
