,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
ITA-Serie A,2223,Torino,Samuele Ricci,ITA,MF,20,2001,23.0,2,21,7,33.3,0.91,0.3,0.1,0.29,21.5,0,0,0,1.7,1.7,0.08,0.3,0.3
ITA-Serie A,2223,Torino,Saša Lukić,SRB,MF,25,1996,13.3,2,15,3,20.0,1.13,0.23,0.07,0.33,20.2,1,1,1,1.7,0.9,0.06,0.3,0.1
ITA-Serie A,2223,Torino,Valentino Lazaro,AUT,DF,26,1996,15.3,0,7,2,28.6,0.46,0.13,0.0,0.0,14.0,0,0,0,0.4,0.4,0.06,-0.4,-0.4
ITA-Serie A,2223,Torino,Vanja Milinković-Savić,SRB,GK,25,1997,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Torino,Wilfried Singo,CIV,DF,21,2000,22.7,2,34,10,29.4,1.5,0.44,0.06,0.2,14.0,0,0,0,2.7,2.7,0.08,-0.7,-0.7
ITA-Serie A,2223,Torino,Yann Karamoh,FRA,"MF,FW",24,1998,8.0,4,20,12,60.0,2.51,1.51,0.2,0.33,15.5,0,0,0,3.3,3.3,0.16,0.7,0.7
ITA-Serie A,2223,Udinese,Adam Masina,MAR,DF,28,1994,8.8,2,2,2,100.0,0.23,0.23,1.0,1.0,12.3,0,0,0,0.1,0.1,0.04,1.9,1.9
ITA-Serie A,2223,Udinese,Axel Guessand,FRA,DF,17,2004,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Udinese,Beto,GNB,FW,24,1998,23.7,10,60,20,33.3,2.54,0.85,0.15,0.45,13.7,0,1,1,10.9,10.1,0.17,-0.9,-1.1
ITA-Serie A,2223,Udinese,Bram Nuytinck,NED,DF,32,1990,4.3,0,1,0,0.0,0.23,0.0,0.0,,8.4,0,0,0,0.0,0.0,0.03,0.0,0.0
ITA-Serie A,2223,Udinese,Brandon Soppy,FRA,DF,20,2002,1.0,0,2,1,50.0,2.0,1.0,0.0,0.0,18.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2223,Udinese,Destiny Udogie,ITA,DF,19,2002,30.0,3,27,7,25.9,0.9,0.23,0.11,0.43,13.7,0,0,0,2.9,2.9,0.11,0.1,0.1
ITA-Serie A,2223,Udinese,Enzo Ebosse,CMR,DF,23,1999,10.3,0,3,0,0.0,0.29,0.0,0.0,,26.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2223,Udinese,Festy Ebosele,IRL,DF,19,2002,4.6,0,4,1,25.0,0.88,0.22,0.0,0.0,21.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2
ITA-Serie A,2223,Udinese,Florian Thauvin,FRA,"FW,MF",29,1993,6.1,0,10,3,30.0,1.65,0.49,0.0,0.0,22.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7
ITA-Serie A,2223,Udinese,Gerard Deulofeu,ESP,FW,28,1994,13.5,2,44,12,27.3,3.27,0.89,0.05,0.17,17.4,10,0,0,5.1,5.1,0.11,-3.1,-3.1
ITA-Serie A,2223,Udinese,Ilija Nestorovski,MKD,"FW,MF",32,1990,7.1,2,14,4,28.6,1.97,0.56,0.14,0.5,15.2,0,0,0,1.6,1.6,0.11,0.4,0.4
ITA-Serie A,2223,Udinese,Isaac Success,NGA,FW,26,1996,20.2,1,35,5,14.3,1.74,0.25,0.03,0.2,16.3,0,0,0,3.3,3.3,0.1,-2.3,-2.3
ITA-Serie A,2223,Udinese,Jaka Bijol,SVN,DF,23,1999,30.3,3,20,7,35.0,0.66,0.23,0.15,0.43,9.5,0,0,0,2.2,2.2,0.11,0.8,0.8
ITA-Serie A,2223,Udinese,James Abankwah,IRL,DF,18,2004,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Udinese,Jean-Victor Makengo,FRA,MF,24,1998,8.9,0,7,0,0.0,0.78,0.0,0.0,,21.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4
ITA-Serie A,2223,Udinese,Kingsley Ehizibue,NED,DF,27,1995,17.1,2,13,6,46.2,0.76,0.35,0.15,0.33,15.1,0,0,0,2.0,2.0,0.16,0.0,0.0
ITA-Serie A,2223,Udinese,Lazar Samardzic,SRB,MF,20,2002,20.5,5,50,18,36.0,2.44,0.88,0.1,0.28,25.7,7,0,0,2.4,2.4,0.05,2.6,2.6
ITA-Serie A,2223,Udinese,Leonardo Buta,POR,DF,20,2002,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Udinese,Marco Silvestri,ITA,GK,31,1991,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Udinese,Marvin Zeegelaar,NED,DF,31,1990,3.9,1,3,1,33.3,0.76,0.25,0.33,1.0,11.7,0,0,0,0.2,0.2,0.07,0.8,0.8
ITA-Serie A,2223,Udinese,Mato Jajalo,BIH,MF,34,1988,0.7,0,2,0,0.0,2.86,0.0,0.0,,26.3,0,0,0,0.0,0.0,0.02,0.0,0.0
ITA-Serie A,2223,Udinese,Nehuén Pérez,ARG,DF,22,2000,31.3,2,16,8,50.0,0.51,0.26,0.13,0.25,18.9,0,0,0,1.0,1.0,0.06,1.0,1.0
ITA-Serie A,2223,Udinese,Nicolò Cocetta,ITA,DF,18,2003,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2223,Udinese,Roberto Pereyra,ARG,"DF,MF",31,1991,31.3,5,41,16,39.0,1.31,0.51,0.12,0.31,17.0,1,0,1,4.7,3.9,0.1,0.3,1.1
ITA-Serie A,2223,Udinese,Rodrigo Becão,BRA,DF,26,1996,27.6,2,19,5,26.3,0.69,0.18,0.11,0.4,12.1,0,0,0,1.5,1.5,0.08,0.5,0.5
ITA-Serie A,2223,Udinese,Sandi Lovrić,SVN,MF,24,1998,25.9,5,71,18,25.4,2.74,0.69,0.07,0.28,22.3,4,0,0,4.8,4.8,0.07,0.2,0.2
ITA-Serie A,2223,Udinese,Simone Pafundi,ITA,"MF,FW",16,2006,0.9,0,1,0,0.0,1.06,0.0,0.0,,20.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1
ITA-Serie A,2223,Udinese,Tolgay Arslan,GER,MF,31,1990,13.5,1,25,5,20.0,1.86,0.37,0.04,0.2,21.1,1,0,0,2.2,2.2,0.09,-1.2,-1.2
ITA-Serie A,2223,Udinese,Vivaldo Semedo,POR,"FW,MF",17,2005,0.4,0,1,0,0.0,2.5,0.0,0.0,,11.6,0,0,0,0.1,0.1,0.1,-0.1,-0.1
ITA-Serie A,2223,Udinese,Walace,BRA,MF,27,1995,35.4,0,32,6,18.8,0.9,0.17,0.0,0.0,26.4,0,0,0,1.1,1.1,0.04,-1.1,-1.1
