,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
ITA-Serie A,2324,Fiorentina,M'Bala Nzola,ANG,FW,26,1996,17.2,3,31,12,38.7,1.8,0.7,0.06,0.17,12.5,0,1,1,4.5,3.7,0.12,-1.5,-1.7
ITA-Serie A,2324,Fiorentina,Maxime Lopez,FRA,MF,25,1997,8.9,0,4,2,50.0,0.45,0.23,0.0,0.0,20.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2
ITA-Serie A,2324,Fiorentina,Michael Kayode,ITA,DF,19,2004,22.9,1,7,2,28.6,0.31,0.09,0.14,0.5,20.3,0,0,0,0.5,0.5,0.07,0.5,0.5
ITA-Serie A,2324,Fiorentina,Nicolás González,ARG,FW,25,1998,21.3,12,84,33,39.3,3.95,1.55,0.13,0.33,16.6,2,1,3,10.4,8.0,0.1,1.6,3.0
ITA-Serie A,2324,Fiorentina,Nikola Milenković,SRB,DF,25,1997,27.9,0,10,3,30.0,0.36,0.11,0.0,0.0,19.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4
ITA-Serie A,2324,Fiorentina,Oliver Christensen,DEN,GK,24,1999,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Fiorentina,Pietro Comuzzo,ITA,"DF,FW",18,2005,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Fiorentina,Pietro Terracciano,ITA,GK,33,1990,33.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Fiorentina,Riccardo Sottil,ITA,FW,24,1999,12.3,2,34,13,38.2,2.77,1.06,0.06,0.15,17.0,1,0,0,2.6,2.6,0.08,-0.6,-0.6
ITA-Serie A,2324,Fiorentina,Rolando Mandragora,ITA,MF,26,1997,17.6,3,30,11,36.7,1.7,0.62,0.1,0.27,20.6,1,0,0,3.5,3.5,0.12,-0.5,-0.5
ITA-Serie A,2324,Fiorentina,Tommaso Martinelli,ITA,GK,17,2006,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Fiorentina,Yerry Mina,COL,"DF,MF",28,1994,0.5,0,1,0,0.0,2.05,0.0,0.0,,15.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ITA-Serie A,2324,Frosinone,Abdou Harroui,NED,"MF,FW",25,1998,11.3,3,32,11,34.4,2.83,0.97,0.06,0.18,21.1,0,1,1,3.1,2.3,0.07,-0.1,-0.3
ITA-Serie A,2324,Frosinone,Anthony Oyono,GAB,DF,22,2001,13.3,0,4,1,25.0,0.3,0.08,0.0,0.0,19.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2324,Frosinone,Arijon Ibrahimović,GER,"FW,DF",17,2005,5.3,1,12,4,33.3,2.28,0.76,0.08,0.25,20.7,0,0,0,0.8,0.8,0.07,0.2,0.2
ITA-Serie A,2324,Frosinone,Caleb Okoli,ITA,DF,22,2001,32.4,0,13,3,23.1,0.4,0.09,0.0,0.0,11.7,0,0,0,0.6,0.6,0.05,-0.6,-0.6
ITA-Serie A,2324,Frosinone,Demba Seck,SEN,"FW,MF",22,2001,3.3,0,7,2,28.6,2.11,0.6,0.0,0.0,16.8,0,0,0,1.1,1.1,0.16,-1.1,-1.1
ITA-Serie A,2324,Frosinone,Emanuele Valeri,ITA,DF,24,1998,13.1,0,19,3,15.8,1.45,0.23,0.0,0.0,24.4,0,0,0,0.9,0.9,0.05,-0.9,-0.9
ITA-Serie A,2324,Frosinone,Enzo Barrenechea,ARG,MF,22,2001,31.2,0,20,3,15.0,0.64,0.1,0.0,0.0,22.8,2,0,0,0.6,0.6,0.03,-0.6,-0.6
ITA-Serie A,2324,Frosinone,Farés Ghedjemis,FRA,"FW,MF",20,2002,2.0,0,3,2,66.7,1.48,0.99,0.0,0.0,17.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2324,Frosinone,Francesco Gelli,ITA,"MF,DF",26,1996,17.3,0,10,3,30.0,0.58,0.17,0.0,0.0,18.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7
ITA-Serie A,2324,Frosinone,Gennaro Borrelli,ITA,FW,23,2000,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Frosinone,Giorgi Kvernadze,GEO,"FW,DF",20,2003,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Frosinone,Giuseppe Caso,ITA,"FW,MF",24,1998,4.6,0,7,4,57.1,1.51,0.86,0.0,0.0,19.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3
ITA-Serie A,2324,Frosinone,Ilario Monterisi,ITA,DF,21,2001,16.3,2,5,3,60.0,0.31,0.18,0.4,0.67,8.7,0,0,0,1.1,1.1,0.22,0.9,0.9
ITA-Serie A,2324,Frosinone,Jaime Báez,URU,"FW,MF",28,1995,5.6,1,9,2,22.2,1.62,0.36,0.11,0.5,23.5,1,0,0,0.5,0.5,0.05,0.5,0.5
ITA-Serie A,2324,Frosinone,Kaio Jorge,BRA,FW,21,2002,9.0,3,25,12,48.0,2.77,1.33,0.08,0.17,14.9,1,1,2,5.4,3.8,0.16,-2.4,-1.8
ITA-Serie A,2324,Frosinone,Karlo Lulić,CRO,MF,27,1996,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Frosinone,Kevin Bonifazi,ITA,DF,27,1996,3.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Frosinone,Luca Garritano,ITA,"MF,DF",29,1994,5.4,0,12,3,25.0,2.23,0.56,0.0,0.0,18.9,1,0,0,0.7,0.7,0.06,-0.7,-0.7
ITA-Serie A,2324,Frosinone,Luca Mazzitelli,ITA,MF,27,1995,24.6,5,49,18,36.7,2.0,0.73,0.1,0.28,23.0,3,0,0,2.3,2.3,0.05,2.7,2.7
ITA-Serie A,2324,Frosinone,Luigi Canotto,ITA,FW,29,1994,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Frosinone,Marco Brescianini,ITA,MF,23,2000,25.8,4,31,10,32.3,1.2,0.39,0.13,0.4,19.9,2,0,0,2.3,2.3,0.07,1.7,1.7
ITA-Serie A,2324,Frosinone,Marvin Cuni,ALB,FW,22,2001,5.9,1,10,2,20.0,1.69,0.34,0.1,0.5,14.3,1,0,0,1.3,1.3,0.13,-0.3,-0.3
ITA-Serie A,2324,Frosinone,Mateus Lusuardi,BRA,DF,19,2004,2.4,0,1,0,0.0,0.41,0.0,0.0,,9.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1
ITA-Serie A,2324,Frosinone,Matìas Soulé,ARG,"FW,MF",20,2003,34.7,11,77,18,23.4,2.22,0.52,0.08,0.33,22.2,7,5,6,10.5,5.7,0.07,0.5,0.3
ITA-Serie A,2324,Frosinone,Mehdi Bourabia,MAR,MF,31,1991,2.2,0,2,0,0.0,0.9,0.0,0.0,,17.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ITA-Serie A,2324,Frosinone,Michele Cerofolini,ITA,GK,24,1999,7.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Frosinone,Nadir Zortea,ITA,DF,24,1999,14.0,1,10,4,40.0,0.72,0.29,0.1,0.25,22.3,0,0,0,0.4,0.4,0.04,0.6,0.6
ITA-Serie A,2324,Frosinone,Pol Lirola,ESP,DF,25,1997,17.1,2,9,3,33.3,0.53,0.18,0.22,0.67,19.0,0,0,0,1.3,1.3,0.15,0.7,0.7
ITA-Serie A,2324,Frosinone,Przemysław Szymiński,POL,MF,29,1994,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Frosinone,Reinier,BRA,"MF,FW",21,2002,11.8,2,14,6,42.9,1.19,0.51,0.14,0.33,16.3,0,0,0,1.3,1.3,0.09,0.7,0.7
ITA-Serie A,2324,Frosinone,Riccardo Marchizza,ITA,DF,25,1998,12.8,0,8,3,37.5,0.63,0.24,0.0,0.0,24.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4
ITA-Serie A,2324,Frosinone,Simone Romagnoli,ITA,DF,33,1990,30.2,1,12,1,8.3,0.4,0.03,0.08,1.0,8.8,0,0,0,1.2,1.2,0.1,-0.2,-0.2
ITA-Serie A,2324,Frosinone,Stefano Turati,ITA,GK,21,2001,30.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Frosinone,Walid Cheddira,MAR,FW,25,1998,23.6,7,59,26,44.1,2.5,1.1,0.1,0.23,14.1,0,1,1,9.0,8.2,0.14,-2.0,-2.2
ITA-Serie A,2324,Genoa,Aarón Martín,ESP,DF,26,1997,15.3,0,5,0,0.0,0.33,0.0,0.0,,24.8,2,0,0,0.2,0.2,0.03,-0.2,-0.2
ITA-Serie A,2324,Genoa,Alan Matturro,URU,DF,18,2004,1.2,0,1,0,0.0,0.85,0.0,0.0,,7.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
ITA-Serie A,2324,Genoa,Albert Guðmundsson,ISL,"FW,MF",26,1997,33.5,14,52,19,36.5,1.55,0.57,0.19,0.53,20.8,8,4,5,9.9,5.8,0.11,4.1,4.2
ITA-Serie A,2324,Genoa,Alessandro Vogliacco,ITA,DF,24,1998,13.0,0,5,0,0.0,0.38,0.0,0.0,,13.9,0,0,0,0.4,0.4,0.08,-0.4,-0.4
ITA-Serie A,2324,Genoa,Berkan Kutlu,TUR,MF,25,1998,2.2,0,4,1,25.0,1.81,0.45,0.0,0.0,16.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ITA-Serie A,2324,Genoa,Caleb Ekuban,GHA,FW,29,1994,12.6,4,27,12,44.4,2.15,0.95,0.15,0.33,14.7,0,0,0,2.9,2.9,0.11,1.1,1.1
ITA-Serie A,2324,Genoa,Christos Papadopoulos,GRE,FW,18,2004,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Genoa,Daniele Sommariva,ITA,GK,26,1997,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Genoa,David Akpan Ankeye,NGA,FW,21,2002,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Genoa,Davide Biraschi,ITA,DF,29,1994,1.0,1,1,1,100.0,1.0,1.0,1.0,1.0,9.6,0,0,0,0.1,0.1,0.1,0.9,0.9
ITA-Serie A,2324,Genoa,Djed Spence,ENG,DF,22,2000,9.5,0,2,0,0.0,0.21,0.0,0.0,,11.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2
ITA-Serie A,2324,Genoa,Emil Bohinen,NOR,MF,24,1999,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Genoa,Filip Jagiełło,POL,MF,25,1997,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Genoa,George Pușcaș,ROU,FW,27,1996,2.1,0,11,5,45.5,5.18,2.36,0.0,0.0,12.9,0,0,0,2.1,2.1,0.19,-2.1,-2.1
ITA-Serie A,2324,Genoa,Giorgio Cittadini,ITA,DF,21,2002,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Genoa,Johan Vásquez,MEX,DF,24,1998,31.7,1,34,10,29.4,1.07,0.32,0.03,0.1,13.6,0,0,0,1.9,1.9,0.05,-0.9,-0.9
ITA-Serie A,2324,Genoa,Josep Martinez,ESP,GK,25,1998,36.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Genoa,Junior Messias,BRA,"MF,DF",32,1991,11.7,1,22,3,13.6,1.88,0.26,0.05,0.33,18.2,1,0,0,1.6,1.6,0.07,-0.6,-0.6
ITA-Serie A,2324,Genoa,Kevin Strootman,NED,MF,33,1990,13.4,0,1,0,0.0,0.07,0.0,0.0,,24.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1
ITA-Serie A,2324,Genoa,Koni De Winter,BEL,DF,21,2002,26.4,0,11,1,9.1,0.42,0.04,0.0,0.0,9.9,0,0,0,0.8,0.8,0.07,-0.8,-0.8
ITA-Serie A,2324,Genoa,Mateo Retegui,ITA,FW,24,1999,24.6,7,62,22,35.5,2.52,0.89,0.1,0.27,14.3,0,1,1,5.8,5.0,0.08,1.2,1.0
ITA-Serie A,2324,Genoa,Mattia Bani,ITA,DF,29,1993,25.6,2,9,5,55.6,0.35,0.2,0.22,0.4,9.1,0,0,0,1.2,1.2,0.14,0.8,0.8
ITA-Serie A,2324,Genoa,Milan Badelj,CRO,MF,34,1989,28.2,1,21,4,19.0,0.75,0.14,0.05,0.25,19.1,0,0,0,1.4,1.4,0.07,-0.4,-0.4
ITA-Serie A,2324,Genoa,Morten Frendrup,DEN,MF,22,2001,34.9,2,30,4,13.3,0.86,0.11,0.07,0.5,20.5,0,0,0,1.7,1.7,0.06,0.3,0.3
ITA-Serie A,2324,Genoa,Morten Thorsby,NOR,MF,27,1996,12.9,2,13,6,46.2,1.01,0.47,0.15,0.33,12.2,0,0,0,1.8,1.8,0.14,0.2,0.2
ITA-Serie A,2324,Genoa,Nicola Leali,ITA,GK,30,1993,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Genoa,Pablo Galdames Millán,CHI,"MF,DF",26,1996,0.1,0,1,1,100.0,8.18,8.18,0.0,0.0,14.1,0,0,0,0.0,0.0,0.03,0.0,0.0
ITA-Serie A,2324,Genoa,Radu Drăgușin,ROU,DF,21,2002,19.0,2,17,4,23.5,0.89,0.21,0.12,0.5,12.5,0,0,0,1.0,1.0,0.06,1.0,1.0
ITA-Serie A,2324,Genoa,Ridgeciano Haps,SUR,DF,30,1993,8.6,0,4,0,0.0,0.47,0.0,0.0,,18.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2324,Genoa,Ruslan Malinovskyi,UKR,MF,30,1993,17.2,4,39,13,33.3,2.27,0.76,0.1,0.31,29.6,10,0,0,1.1,1.1,0.03,2.9,2.9
ITA-Serie A,2324,Genoa,Seydou Fini,ITA,"DF,FW",17,2006,0.4,0,2,0,0.0,5.14,0.0,0.0,,18.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1
ITA-Serie A,2324,Genoa,Silvan Hefti,SUI,"MF,DF",25,1997,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Genoa,Stefano Sabelli,ITA,DF,30,1993,27.0,0,9,3,33.3,0.33,0.11,0.0,0.0,18.6,0,0,0,0.8,0.8,0.08,-0.8,-0.8
ITA-Serie A,2324,Genoa,Vitinha,POR,"FW,MF",23,2000,3.2,2,14,5,35.7,4.42,1.58,0.14,0.4,14.4,0,0,0,1.1,1.1,0.08,0.9,0.9
ITA-Serie A,2324,Hellas Verona,Alphadjo Cissè,ITA,FW,16,2006,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Hellas Verona,Bruno Amione,ARG,DF,21,2002,6.4,0,5,3,60.0,0.78,0.47,0.0,0.0,9.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3
ITA-Serie A,2324,Hellas Verona,Charlys,BRA,MF,19,2004,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Hellas Verona,Cyril Ngonge,BEL,"FW,MF",23,2000,15.9,6,42,14,33.3,2.64,0.88,0.14,0.43,18.2,4,0,0,4.2,3.4,0.08,1.8,2.6
ITA-Serie A,2324,Hellas Verona,Daniel Bandeira,POR,MF,23,2000,5.0,0,3,0,0.0,0.61,0.0,0.0,,28.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ITA-Serie A,2324,Hellas Verona,Darko Lazović,SRB,"FW,MF",32,1990,21.4,3,33,13,39.4,1.54,0.61,0.06,0.15,20.7,2,1,1,2.8,2.0,0.06,0.2,0.0
ITA-Serie A,2324,Hellas Verona,Davide Faraoni,ITA,DF,31,1991,6.7,0,7,1,14.3,1.05,0.15,0.0,0.0,17.0,0,0,0,0.4,0.4,0.06,-0.4,-0.4
ITA-Serie A,2324,Hellas Verona,Diego Coppola,ITA,DF,19,2003,18.2,2,13,3,23.1,0.72,0.17,0.15,0.67,8.3,0,0,0,1.2,1.2,0.09,0.8,0.8
ITA-Serie A,2324,Hellas Verona,Elayis Tavsan,NED,"MF,FW",22,2001,0.6,0,3,1,33.3,5.4,1.8,0.0,0.0,23.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2324,Hellas Verona,Fabien Centonze,FRA,DF,27,1996,7.5,0,1,0,0.0,0.13,0.0,0.0,,33.3,0,0,0,0.0,0.0,0.02,0.0,0.0
ITA-Serie A,2324,Hellas Verona,Federico Bonazzoli,ITA,"FW,MF",26,1997,11.3,3,27,13,48.1,2.39,1.15,0.11,0.23,18.6,0,0,0,2.9,2.9,0.11,0.1,0.1
ITA-Serie A,2324,Hellas Verona,Filippo Terracciano,ITA,DF,20,2003,14.4,0,8,3,37.5,0.56,0.21,0.0,0.0,21.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3
ITA-Serie A,2324,Hellas Verona,Giangiacomo Magnani,ITA,DF,27,1995,27.2,0,11,2,18.2,0.41,0.07,0.0,0.0,13.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5
ITA-Serie A,2324,Hellas Verona,Isak Hien,SWE,DF,24,1999,9.6,0,4,1,25.0,0.42,0.1,0.0,0.0,9.0,0,0,0,0.4,0.4,0.11,-0.4,-0.4
ITA-Serie A,2324,Hellas Verona,Jackson Tchatchoua,CMR,DF,21,2001,19.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Hellas Verona,Jordi Mboula,ESP,"FW,MF",24,1999,3.4,0,4,1,25.0,1.17,0.29,0.0,0.0,15.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2
ITA-Serie A,2324,Hellas Verona,Josh Doig,SCO,DF,21,2002,9.2,0,5,1,20.0,0.54,0.11,0.0,0.0,19.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ITA-Serie A,2324,Hellas Verona,Juan Cruz,ARG,"FW,MF",24,1999,1.2,0,1,0,0.0,0.83,0.0,0.0,,26.3,0,0,0,0.0,0.0,0.04,0.0,0.0
ITA-Serie A,2324,Hellas Verona,Juan David Cabal,COL,DF,22,2001,16.6,0,12,3,25.0,0.72,0.18,0.0,0.0,17.2,0,0,0,0.5,0.5,0.04,-0.5,-0.5
ITA-Serie A,2324,Hellas Verona,Karol Świderski,POL,"FW,MF",26,1997,5.6,2,15,6,40.0,2.68,1.07,0.13,0.33,13.7,0,0,0,1.7,1.7,0.12,0.3,0.3
ITA-Serie A,2324,Hellas Verona,Lorenzo Montipò,ITA,GK,27,1996,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Hellas Verona,Martin Hongla,CMR,MF,25,1998,12.0,0,3,0,0.0,0.25,0.0,0.0,,23.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ITA-Serie A,2324,Hellas Verona,Michael Folorunsho,ITA,"MF,FW",25,1998,30.9,5,47,14,29.8,1.52,0.45,0.11,0.36,19.8,0,0,0,4.0,3.9,0.08,1.0,1.1
ITA-Serie A,2324,Hellas Verona,Milan Đurić,BIH,FW,33,1990,13.4,5,22,13,59.1,1.64,0.97,0.18,0.31,12.5,0,1,3,4.5,2.2,0.1,0.5,1.8
ITA-Serie A,2324,Hellas Verona,Ondrej Duda,SVK,MF,28,1994,27.3,1,23,6,26.1,0.84,0.22,0.04,0.17,23.5,3,0,1,2.2,1.4,0.06,-1.2,-0.4
ITA-Serie A,2324,Hellas Verona,Paweł Dawidowicz,POL,DF,28,1995,23.8,0,9,1,11.1,0.38,0.04,0.0,0.0,11.5,0,0,0,0.5,0.5,0.06,-0.5,-0.5
ITA-Serie A,2324,Hellas Verona,Reda Belahyane,MAR,MF,19,2004,1.0,0,1,1,100.0,1.0,1.0,0.0,0.0,26.6,0,0,0,0.0,0.0,0.03,0.0,0.0
ITA-Serie A,2324,Hellas Verona,Riccardo Saponara,ITA,"FW,MF",31,1991,3.8,0,5,1,20.0,1.32,0.26,0.0,0.0,25.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ITA-Serie A,2324,Hellas Verona,Rúben Vinagre,POR,"DF,FW",24,1999,3.1,0,2,0,0.0,0.64,0.0,0.0,,31.5,0,0,0,0.0,0.0,0.02,0.0,0.0
ITA-Serie A,2324,Hellas Verona,Simone Perilli,ITA,GK,28,1995,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Hellas Verona,Stefan Mitrović,SRB,"FW,MF",20,2002,4.3,0,7,1,14.3,1.61,0.23,0.0,0.0,15.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4
ITA-Serie A,2324,Hellas Verona,Suat Serdar,GER,MF,26,1997,18.4,0,22,7,31.8,1.19,0.38,0.0,0.0,22.4,0,0,0,1.0,1.0,0.05,-1.0,-1.0
ITA-Serie A,2324,Hellas Verona,Thomas Henry,FRA,FW,28,1994,3.7,3,13,7,53.8,3.5,1.89,0.23,0.43,13.9,0,0,1,3.3,2.5,0.19,-0.3,0.5
ITA-Serie A,2324,Hellas Verona,Tijjani Noslin,NED,"FW,MF",24,1999,14.9,5,36,15,41.7,2.42,1.01,0.14,0.33,17.4,0,0,0,3.6,3.6,0.1,1.4,1.4
ITA-Serie A,2324,Hellas Verona,Tomáš Suslov,SVK,"MF,FW",21,2002,23.2,3,51,15,29.4,2.19,0.65,0.04,0.13,25.8,4,1,1,3.5,2.6,0.05,-0.5,-0.6
ITA-Serie A,2324,Hellas Verona,Yayah Kallon,SLE,FW,22,2001,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Inter,Alessandro Bastoni,ITA,DF,24,1999,25.2,1,15,6,40.0,0.6,0.24,0.07,0.17,13.3,0,0,0,1.2,1.2,0.08,-0.2,-0.2
ITA-Serie A,2324,Inter,Alexis Sánchez,CHI,"FW,MF",34,1988,8.5,2,17,5,29.4,2.01,0.59,0.06,0.2,16.4,2,1,1,3.2,2.5,0.14,-1.2,-1.5
ITA-Serie A,2324,Inter,Benjamin Pavard,FRA,DF,27,1996,18.6,0,15,5,33.3,0.81,0.27,0.0,0.0,18.7,0,0,0,0.7,0.7,0.05,-0.7,-0.7
ITA-Serie A,2324,Inter,Carlos Augusto,BRA,DF,24,1999,19.2,0,22,6,27.3,1.15,0.31,0.0,0.0,17.1,0,0,0,1.0,1.0,0.05,-1.0,-1.0
ITA-Serie A,2324,Inter,Davide Frattesi,ITA,MF,23,1999,10.6,6,32,13,40.6,3.02,1.23,0.19,0.46,11.4,0,0,0,7.1,7.1,0.22,-1.1,-1.1
ITA-Serie A,2324,Inter,Davy Klaassen,NED,MF,30,1993,2.3,0,1,0,0.0,0.44,0.0,0.0,,20.2,0,0,0,0.1,0.1,0.09,-0.1,-0.1
ITA-Serie A,2324,Inter,Denzel Dumfries,NED,DF,27,1996,18.2,4,24,6,25.0,1.32,0.33,0.17,0.67,11.8,0,0,0,2.3,2.3,0.09,1.7,1.7
ITA-Serie A,2324,Inter,Ebenezer Akinsanmiro,NGA,MF,18,2004,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Inter,Emil Audero,IDN,GK,26,1997,3.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Inter,Federico Dimarco,ITA,DF,25,1997,23.1,5,51,19,37.3,2.21,0.82,0.1,0.26,21.0,3,0,0,2.9,2.7,0.05,2.1,2.3
ITA-Serie A,2324,Inter,Francesco Acerbi,ITA,DF,35,1988,26.5,3,15,6,40.0,0.57,0.23,0.2,0.5,12.0,0,0,0,1.6,1.6,0.11,1.4,1.4
ITA-Serie A,2324,Inter,Hakan Çalhanoğlu,TUR,MF,29,1994,28.4,13,52,13,25.0,1.83,0.46,0.06,0.23,29.5,12,10,10,10.1,2.3,0.04,2.9,0.7
ITA-Serie A,2324,Inter,Henrikh Mkhitaryan,ARM,MF,34,1989,30.9,2,39,6,15.4,1.26,0.19,0.05,0.33,19.5,0,0,0,3.6,3.6,0.09,-1.6,-1.6
ITA-Serie A,2324,Inter,Juan Cuadrado,COL,DF,35,1988,3.0,0,5,0,0.0,1.69,0.0,0.0,,19.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ITA-Serie A,2324,Inter,Kristjan Asllani,ALB,MF,21,2002,8.7,1,15,4,26.7,1.72,0.46,0.07,0.25,27.1,1,0,0,0.6,0.6,0.04,0.4,0.4
ITA-Serie A,2324,Inter,Lautaro Martínez,ARG,FW,25,1997,29.5,24,105,44,41.9,3.56,1.49,0.21,0.5,14.2,0,2,3,17.6,15.3,0.15,6.4,6.7
ITA-Serie A,2324,Inter,Lucien Agoume,FRA,MF,21,2002,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Inter,Marcus Thuram,FRA,FW,25,1997,29.9,13,77,29,37.7,2.58,0.97,0.17,0.45,11.8,0,0,0,14.3,14.3,0.19,-1.3,-1.3
ITA-Serie A,2324,Inter,Marko Arnautović,AUT,FW,34,1989,8.9,5,17,9,52.9,1.91,1.01,0.29,0.56,11.5,0,0,0,5.0,5.0,0.29,0.0,0.0
ITA-Serie A,2324,Inter,Matteo Darmian,ITA,DF,33,1989,26.7,2,10,5,50.0,0.37,0.19,0.2,0.4,15.7,0,0,0,1.2,1.2,0.12,0.8,0.8
ITA-Serie A,2324,Inter,Nicolò Barella,ITA,MF,26,1997,31.6,2,40,12,30.0,1.26,0.38,0.05,0.17,18.2,0,0,0,5.1,5.1,0.13,-3.1,-3.1
ITA-Serie A,2324,Inter,Raffaele Di Gennaro,ITA,GK,29,1993,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2324,Inter,Stefan de Vrij,NED,DF,31,1992,17.6,1,10,3,30.0,0.57,0.17,0.1,0.33,12.3,0,0,0,0.6,0.6,0.06,0.4,0.4
ITA-Serie A,2324,Inter,Stefano Sensi,ITA,MF,27,1995,0.5,0,2,0,0.0,3.91,0.0,0.0,,28.5,1,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2324,Inter,Tajon Buchanan,CAN,DF,24,1999,1.8,1,4,1,25.0,2.24,0.56,0.25,1.0,18.9,0,0,0,0.2,0.2,0.05,0.8,0.8
ITA-Serie A,2324,Inter,Yann Aurel Bisseck,GER,DF,22,2000,10.0,2,12,4,33.3,1.19,0.4,0.17,0.5,12.7,0,0,0,0.9,0.9,0.07,1.1,1.1
